assault_incid_c,unintent_incid_c,suicide_incid_c,undeter_incid_c,legal_incid_c,combined_incid_c,zipcode,year,weekofyr,assault_tot,unintent_tot,suicide_tot,undeter_tot,legal_tot,combined_tot,assault_incid,unintent_incid,suicide_incid,undeter_incid,legal_incid,combined_incid,_chk,zippop_tag
0,0,0,0,0,0,55401,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55401,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55401,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55401,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55401,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55402,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55402,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55402,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55402,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55402,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55403,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55403,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55403,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55403,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55403,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55404,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,3.575003575,0,0,0,3.575003575,55404,2017,1,0,1,0,0,0,1,0,0.00003575,0,0,0,0.00003575,,0
0,0,0,0,0,0,55404,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55404,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55404,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55405,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55405,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55405,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55405,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55405,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55406,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55406,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
2.9890004782,0,0,0,0,2.9890004782,55406,2018,1,1,0,0,0,0,1,0.00002989,0,0,0,0,0.00002989,,0
0,0,0,0,0,0,55406,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
2.9794714418,0,0,0,0,2.9794714418,55406,2020,1,1,0,0,0,0,1,0.0000297947,0,0,0,0,0.0000297947,,0
0,0,0,0,0,0,55407,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55407,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55407,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,2.4402147389,0,0,0,2.4402147389,55407,2019,1,0,1,0,0,0,1,0,0.0000244021,0,0,0,0.0000244021,,0
2.4402147389,0,0,0,0,2.4402147389,55407,2020,1,1,0,0,0,0,1,0.0000244021,0,0,0,0,0.0000244021,,0
0,0,0,0,0,0,55408,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55408,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55408,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55408,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55408,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55409,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55409,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55409,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55409,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55409,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55410,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55410,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55410,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55410,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55410,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
3.2570107156,0,0,0,0,3.2570107156,55411,2016,1,1,0,0,0,0,1,0.0000325701,0,0,0,0,0.0000325701,,0
3.2344664748,3.2344664748,0,0,0,6.4689329495,55411,2017,1,1,1,0,0,0,2,0.0000323447,0.0000323447,0,0,0,0.0000646893,,0
3.1397174254,0,0,3.1397174254,0,6.2794348509,55411,2018,1,1,0,0,1,0,2,0.0000313972,0,0,0.0000313972,0,0.0000627943,,0
0,0,0,0,0,0,55411,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
3.2068755412,3.2068755412,0,0,0,6.4137510823,55411,2020,1,1,1,0,0,0,2,0.0000320688,0.0000320688,0,0,0,0.0000641375,,0
4.5038958699,4.5038958699,0,0,0,9.0077917399,55412,2016,1,1,1,0,0,0,2,0.000045039,0.000045039,0,0,0,0.0000900779,,0
0,0,0,0,0,0,55412,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55412,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
4.2317295078,0,0,0,0,4.2317295078,55412,2019,1,1,0,0,0,0,1,0.0000423173,0,0,0,0,0.0000423173,,0
0,0,0,0,0,0,55412,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55413,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
7.1694866648,0,0,0,0,7.1694866648,55413,2017,1,1,0,0,0,0,1,0.0000716949,0,0,0,0,0.0000716949,,0
0,0,0,0,0,0,55413,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55413,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55413,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55414,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55414,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55414,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55414,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55414,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55415,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55415,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55415,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55415,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55415,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55416,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55416,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55416,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55416,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55416,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55417,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55417,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55417,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
3.760388072,0,0,0,0,3.760388072,55417,2019,1,1,0,0,0,0,1,0.0000376039,0,0,0,0,0.0000376039,,0
0,3.760388072,0,0,0,3.760388072,55417,2020,1,0,1,0,0,0,1,0,0.0000376039,0,0,0,0.0000376039,,0
0,0,0,0,0,0,55418,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55418,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55418,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55418,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55418,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55419,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55419,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55419,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55419,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55419,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55420,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55420,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55420,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55420,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55420,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55421,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55421,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55421,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55421,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55421,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
6.923050296,0,0,0,0,6.923050296,55422,2016,1,2,0,0,0,0,2,0.0000692305,0,0,0,0,0.0000692305,,0
0,3.4318267614,0,0,0,3.4318267614,55422,2017,1,0,1,0,0,0,1,0,0.0000343183,0,0,0,0.0000343183,,0
0,0,0,0,0,0,55422,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
3.3515433857,0,0,0,0,3.3515433857,55422,2019,1,1,0,0,0,0,1,0.0000335154,0,0,0,0,0.0000335154,,0
0,0,0,0,0,0,55422,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55423,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55423,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55423,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55423,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55423,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55424,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55424,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55424,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55424,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55424,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55425,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55425,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55425,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55425,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55425,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55426,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55426,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55426,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55426,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55426,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55427,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55427,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55427,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55427,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55427,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55428,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
3.2295569048,0,0,0,0,3.2295569048,55428,2017,1,1,0,0,0,0,1,0.0000322956,0,0,0,0,0.0000322956,,0
0,0,0,0,0,0,55428,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
3.1925422214,0,0,0,0,3.1925422214,55428,2019,1,1,0,0,0,0,1,0.0000319254,0,0,0,0,0.0000319254,,0
0,0,0,0,0,0,55428,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55429,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55429,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55429,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55429,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55429,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,4.2848573143,0,0,0,4.2848573143,55430,2016,1,0,1,0,0,0,1,0,0.0000428486,0,0,0,0.0000428486,,0
4.405868617,0,0,0,0,4.405868617,55430,2017,1,1,0,0,0,0,1,0.0000440587,0,0,0,0,0.0000440587,,0
0,0,0,0,0,0,55430,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
8.8707531269,0,0,0,0,8.8707531269,55430,2019,1,2,0,0,0,0,2,0.0000887075,0,0,0,0,0.0000887075,,0
0,0,0,0,0,0,55430,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55431,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55431,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55431,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55431,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55431,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,3.3285623939,0,0,3.3285623939,55432,2016,1,0,0,1,0,0,1,0,0,0.0000332856,0,0,0.0000332856,,0
0,0,0,0,0,0,55432,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55432,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55432,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55432,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55433,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,2.8733155188,0,0,0,2.8733155188,55433,2017,1,0,1,0,0,0,1,0,0.0000287332,0,0,0,0.0000287332,,0
0,0,0,0,0,0,55433,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55433,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,2.9035161581,0,0,0,2.9035161581,55433,2020,1,0,1,0,0,0,1,0,0.0000290352,0,0,0,0.0000290352,,0
0,0,0,0,0,0,55434,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55434,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55434,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55434,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55434,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55435,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55435,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55435,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55435,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55435,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55436,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55436,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55436,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55436,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55436,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55437,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55437,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55437,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55437,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55437,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55438,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55438,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55438,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55438,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55438,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55439,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55439,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55439,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55439,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55439,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55440,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,1
0,4.7178712965,0,0,0,4.7178712965,55440,2017,1,0,1,0,0,0,1,0,0.0000471787,0,0,0,0.0000471787,,1
0,0,0,0,0,0,55440,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,1
0,0,0,0,0,0,55440,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,1
0,0,0,0,0,0,55440,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,1
0,0,5.466273095,0,0,5.466273095,55441,2016,1,0,0,1,0,0,1,0,0,0.0000546627,0,0,0.0000546627,,0
0,0,0,0,0,0,55441,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55441,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55441,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55441,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55442,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55442,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55442,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55442,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55442,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55443,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55443,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55443,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55443,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55443,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55444,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55444,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55444,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
6.2027043791,0,0,0,0,6.2027043791,55444,2019,1,1,0,0,0,0,1,0.000062027,0,0,0,0,0.000062027,,0
0,0,0,0,0,0,55444,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55445,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55445,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55445,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55445,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55445,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55446,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55446,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55446,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55446,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
3.9312812045,0,0,0,0,3.9312812045,55446,2020,1,1,0,0,0,0,1,0.0000393128,0,0,0,0,0.0000393128,,0
0,0,0,0,0,0,55447,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55447,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55447,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55447,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55447,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55448,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55448,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55448,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55448,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55448,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55449,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55449,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55449,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55449,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55449,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55450,2016,1,,,,,,,,,,,,,,0
0,0,0,0,0,0,55450,2017,1,,,,,,,,,,,,,,0
0,0,0,0,0,0,55450,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55450,2019,1,,,,,,,,,,,,,,0
0,0,0,0,0,0,55450,2020,1,,,,,,,,,,,,,,0
0,0,0,0,0,0,55454,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55454,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55454,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55454,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55454,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55455,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55455,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55455,2018,1,,,,,,,,,,,,,,0
0,0,0,0,0,0,55455,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
0,0,0,0,0,0,55455,2020,1,,,,,,,,,,,,,,0
0,0,0,0,0,0,55458,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,,1
0,0,0,0,0,0,55458,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,,1
0,0,0,0,0,0,55458,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,1
0,0,0,0,0,0,55458,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,,1
0,0,0,0,0,0,55458,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,,1
0,0,0,0,0,0,55459,2016,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55459,2017,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55459,2018,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55459,2019,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55459,2020,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55460,2016,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55460,2017,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55460,2018,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55460,2019,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55460,2020,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55467,2016,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55467,2017,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55467,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,,1
0,0,0,0,0,0,55467,2019,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55467,2020,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55470,2016,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55470,2017,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55470,2018,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55470,2019,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55470,2020,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55472,2016,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55472,2017,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55472,2018,1,,,,,,,,,,,,,,1
0,0,0,0,0,0,55472,2019,1,,,,,,,,,,,,,,1
