"","weekofyr","Schizophrenia_tot","Depress_tot","bipolar_tot","othermood_tot","anxiety_tot","OCD_tot","trauma_tot","impulse_tot","personality_tot","eating_tot","somatic_tot","suicidal_tot","misc_tot","neuro_tot","etoh_tot","opioid_tot","weed_tot","sedative_tot","stimulant_tot","halluc_tot","tobacco_tot","othersub_tot","disord_rem_tot","mh_all_tot","substance_tot","mh_minus_sub_tot","indig_mh_all_tot","black_mh_all_tot","asian_mh_all_tot","white_mh_all_tot","latin_mh_all_tot","indig_substance_tot","asian_substance_tot","black_substance_tot","white_substance_tot","latin_substance_tot","indig_mh_minus_sub_tot","asian_mh_minus_sub_tot","black_mh_minus_sub_tot","white_mh_minus_sub_tot","latin_mh_minus_sub_tot","total_pop","na_pop","white_pop","black_pop","asian_pop","hisp_pop","Schizophrenia_incid_c","Depress_incid_c","bipolar_incid_c","othermood_incid_c","anxiety_incid_c","OCD_incid_c","trauma_incid_c","impulse_incid_c","personality_incid_c","eating_incid_c","somatic_incid_c","suicidal_incid_c","misc_incid_c","neuro_incid_c","etoh_incid_c","opioid_incid_c","weed_incid_c","sedative_incid_c","stimulant_incid_c","halluc_incid_c","tobacco_incid_c","othersub_incid_c","disord_rem_incid_c","mh_all_incid_c","substance_incid_c","indig_mh_all_incid_c","asian_mh_all_incid_c","black_mh_all_incid_c","white_mh_all_incid_c","latin_mh_all_incid_c","indig_substance_incid_c","asian_substance_incid_c","black_substance_incid_c","white_substance_incid_c","latin_substance_incid_c","indig_mh_minus_sub_incid_c","asian_mh_minus_sub_incid_c","black_mh_minus_sub_incid_c","white_mh_minus_sub_incid_c","latin_mh_minus_sub_incid_c","year"
"28",28,197,551,109,44,478,11,147,21,80,10,12,154,21,104,537,104,122,15,132,5,0,93,33,1694,1010,684,14,57,3,267,13,12,1,40,108,10,2,2,17,159,3,1068398,8497,759820,150299,75340,81680,0.184388214878725,0.515725413188718,0.10202190569432,0.0411831545922025,0.447398815797109,0.0102957886480506,0.137589175569404,0.0196555965099148,0.0748784628949137,0.00935980786186421,0.0112317694342371,0.144141041072709,0.0196555965099148,0.0973420017633878,0.502621682182108,0.0973420017633878,0.114189655914743,0.0140397117927963,0.123549463776608,0.00467990393093211,0,0.0870462131153372,0.0308873659441519,1.5855514517998,0.945340594048285,1.6476403436507,0.0398194850013273,0.379244040213175,0.351399015556316,0.159157688540646,1.4122631517006,0.0132731616671091,0.266136168570649,0.142138927640757,0.122428991185113,0.2353771919501,0.0265463233342182,0.113107871642526,0.209260087915559,0.0367286973555338,2016
"29",29,169,527,110,23,505,7,163,35,72,17,6,153,27,108,582,114,96,17,115,4,3,85,37,1719,1017,702,15,48,8,254,21,11,9,25,107,9,4,-1,23,147,12,1068398,8497,759820,150299,75340,81680,0.158180752865505,0.493261874320244,0.102957886480506,0.0215275580822877,0.472670297024143,0.00655186550330495,0.152564868148387,0.0327593275165247,0.0673906166054223,0.0159116733651692,0.00561588471711853,0.143205060286522,0.0252714812270334,0.101085924908133,0.544740817560497,0.106701809625252,0.0898541554738964,0.0159116733651692,0.107637790411438,0.00374392314474568,0.00280794235855926,0.0795583668258458,0.0346312890888976,1.60895097145446,0.95189245955159,1.76532893962575,0.106185293336873,0.319363402284779,0.334289700192151,0.257100881488736,1.29457455572555,0.119458455003982,0.166335105356656,0.140822826458898,0.110186092066601,0.4707543839002,-0.0132731616671091,0.153028296928123,0.193466873733253,0.146914789422135,2016
"30",30,176,527,121,45,516,10,143,29,63,7,5,163,23,83,573,101,78,17,94,4,5,78,50,1693,950,743,12,33,5,250,17,12,5,21,108,7,0,0,12,142,10,1068398,8497,759820,150299,75340,81680,0.16473261836881,0.493261874320244,0.113253675128557,0.042119135378389,0.482966085672193,0.00935980786186421,0.133845252424658,0.0271434427994062,0.0589667895297445,0.00655186550330495,0.00467990393093211,0.152564868148387,0.0215275580822877,0.077686405253473,0.536316990484819,0.0945340594048285,0.0730065013225409,0.0159116733651692,0.0879821939015236,0.00374392314474568,0.00467990393093211,0.0730065013225409,0.0467990393093211,1.58461547101361,0.8891817468771,1.4122631517006,0.0663658083355455,0.219562339070786,0.329025295464715,0.208129285014691,1.4122631517006,0.0663658083355455,0.139721488499591,0.142138927640757,0.0857002938295788,0,0,0.0798408505711948,0.186886367823958,0.122428991185113,2016
"31",31,190,551,123,39,490,10,138,21,80,18,5,148,19,110,559,129,113,21,121,6,5,84,43,1732,1041,691,19,52,6,249,18,23,3,54,104,11,-4,3,-2,145,7,1068398,8497,759820,150299,75340,81680,0.17783634937542,0.515725413188718,0.11512563670093,0.0365032506612704,0.458630585231346,0.00935980786186421,0.129165348493726,0.0196555965099148,0.0748784628949137,0.0168476541513556,0.00467990393093211,0.13852515635559,0.017783634937542,0.102957886480506,0.523213259478209,0.120741521418048,0.105765828839066,0.0196555965099148,0.113253675128557,0.00561588471711853,0.00467990393093211,0.0786223860396594,0.0402471738060161,1.62111872167488,0.974355998420064,2.23608332352595,0.0796389700026546,0.345977019141844,0.327709194282856,0.220372184133203,2.70683770742615,0.0398194850013273,0.359283827570376,0.136874522913322,0.134671890303624,-0.4707543839002,0.0398194850013273,-0.0133068084285325,0.190834671369535,0.0857002938295788,2016
"32",32,181,618,127,34,511,9,166,14,91,9,6,158,30,92,588,115,108,19,123,3,2,105,31,1831,1064,767,15,51,8,253,23,13,2,29,109,8,2,6,22,144,15,1068398,8497,759820,150299,75340,81680,0.169412522299742,0.578436125863208,0.118869559845675,0.0318233467303383,0.478286181741261,0.00842382707567779,0.155372810506946,0.0131037310066099,0.0851742515429643,0.00842382707567779,0.00561588471711853,0.147884964217455,0.0280794235855926,0.0861102323291508,0.550356702277616,0.107637790411438,0.101085924908133,0.017783634937542,0.11512563670093,0.00280794235855926,0.00187196157237284,0.0982779825495742,0.0290154043717791,1.71378081950734,0.995883556502352,1.76532893962575,0.106185293336873,0.339323614927578,0.332973599010292,0.281586679725759,1.52995174767565,0.0265463233342182,0.192948722213721,0.143455028822616,0.0979431929480901,0.2353771919501,0.0796389700026546,0.146374892713857,0.189518570187676,0.183643486777669,2016
"33",33,193,589,108,33,538,10,151,25,83,14,8,148,30,114,555,104,102,12,108,5,6,85,32,1759,978,781,10,43,7,258,19,4,3,32,104,16,6,4,11,154,3,1068398,8497,759820,150299,75340,81680,0.180644291733979,0.551292683063802,0.101085924908133,0.0308873659441519,0.503557662968295,0.00935980786186421,0.14133309871415,0.0233995196546605,0.077686405253473,0.0131037310066099,0.00748784628949137,0.13852515635559,0.0280794235855926,0.106701809625252,0.519469336333464,0.0973420017633878,0.095470040191015,0.0112317694342371,0.101085924908133,0.00467990393093211,0.00561588471711853,0.0795583668258458,0.0299513851579655,1.64639020290191,0.91538920889032,1.1768859597505,0.0929121316697637,0.286096381213448,0.339554104919586,0.232615083251714,0.4707543839002,0.0398194850013273,0.212908934856519,0.136874522913322,0.19588638589618,0.7061315758503,0.0530926466684364,0.0731874463569285,0.202679582006265,0.0367286973555338,2016
"34",34,178,605,117,36,571,11,161,17,69,13,12,166,35,97,556,115,103,24,122,3,6,76,38,1860,1006,854,8,61,4,290,22,6,0,33,118,15,2,4,28,172,7,1068398,8497,759820,150299,75340,81680,0.166604579941183,0.566268375642785,0.109509751983811,0.0336953083027112,0.534445028912446,0.0102957886480506,0.150692906576014,0.0159116733651692,0.0645826742468631,0.0121677502204235,0.0112317694342371,0.155372810506946,0.0327593275165247,0.0907901362600829,0.52040531711965,0.107637790411438,0.0964060209772014,0.0224635388684741,0.114189655914743,0.00280794235855926,0.00561588471711853,0.071134539750168,0.035567269875084,1.74092426230674,0.94159667090354,0.9415087678004,0.0530926466684364,0.40585765707024,0.38166934273907,0.269343780607248,0.7061315758503,0,0.219562339070786,0.155299939459346,0.183643486777669,0.2353771919501,0.0530926466684364,0.186295317999454,0.226369403279724,0.0857002938295788,2016
"35",35,194,546,134,48,522,17,161,24,62,12,9,155,35,108,568,115,128,17,136,6,3,110,42,1815,1083,732,8,48,8,303,22,7,0,27,120,10,1,8,21,183,12,1068398,8497,759820,150299,75340,81680,0.181580272520166,0.511045509257786,0.12542142534898,0.0449270777369482,0.488581970389312,0.0159116733651692,0.150692906576014,0.0224635388684741,0.0580308087435581,0.0112317694342371,0.00842382707567779,0.145077021858895,0.0327593275165247,0.101085924908133,0.531637086553887,0.107637790411438,0.119805540631862,0.0159116733651692,0.127293386921353,0.00561588471711853,0.00280794235855926,0.102957886480506,0.0393111930198297,1.69880512692835,1.01366719143989,0.9415087678004,0.106185293336873,0.319363402284779,0.398778658103235,0.269343780607248,0.82382017182535,0,0.179641913785188,0.157932141823063,0.122428991185113,0.11768859597505,0.106185293336873,0.139721488499591,0.240846516280172,0.146914789422135,2016
"36",36,185,612,137,45,563,11,157,23,102,11,9,171,27,88,573,113,114,14,111,6,3,91,28,1827,1027,800,6,55,14,269,18,1,4,29,120,7,5,10,26,149,11,1068398,8497,759820,150299,75340,81680,0.173156445444488,0.57282024114609,0.12822936770754,0.042119135378389,0.526957182622955,0.0102957886480506,0.146948983431268,0.0215275580822877,0.095470040191015,0.0102957886480506,0.00842382707567779,0.160052714437878,0.0252714812270334,0.0823663091844051,0.536316990484819,0.105765828839066,0.106701809625252,0.0131037310066099,0.103893867266693,0.00561588471711853,0.00280794235855926,0.0851742515429643,0.0262074620132198,1.71003689636259,0.961252267413455,0.7061315758503,0.185824263339527,0.365937231784643,0.354031217920034,0.220372184133203,0.11768859597505,0.0530926466684364,0.192948722213721,0.157932141823063,0.0857002938295788,0.58844297987525,0.132731616671091,0.172988509570922,0.19609907609697,0.134671890303624,2016
"37",37,199,579,123,45,574,15,160,16,68,5,9,176,20,86,536,95,104,23,111,6,4,83,33,1774,964,810,12,67,5,269,24,11,1,49,104,13,1,4,18,165,11,1068398,8497,759820,150299,75340,81680,0.186260176451098,0.541932875201938,0.11512563670093,0.042119135378389,0.537252971271006,0.0140397117927963,0.149756925789827,0.0149756925789827,0.0636466934606766,0.00467990393093211,0.00842382707567779,0.16473261836881,0.0187196157237284,0.0804943476120322,0.501685701395922,0.08891817468771,0.0973420017633878,0.0215275580822877,0.103893867266693,0.00561588471711853,0.00374392314474568,0.077686405253473,0.0308873659441519,1.66042991469471,0.90228547788371,1.4122631517006,0.0663658083355455,0.445778082355837,0.354031217920034,0.29382957884427,1.29457455572555,0.0132731616671091,0.326016806499045,0.136874522913322,0.159157688540646,0.11768859597505,0.0530926466684364,0.119761275856792,0.217156695006712,0.134671890303624,2016
"38",38,193,551,116,32,523,12,141,29,85,10,8,142,17,119,523,117,101,16,132,2,4,79,38,1729,974,755,14,56,7,278,26,11,1,37,109,12,3,6,19,169,14,1068398,8497,759820,150299,75340,81680,0.180644291733979,0.515725413188718,0.108573771197625,0.0299513851579655,0.489517951175498,0.0112317694342371,0.131973290852285,0.0271434427994062,0.0795583668258458,0.00935980786186421,0.00748784628949137,0.132909271638472,0.0159116733651692,0.111381713556184,0.489517951175498,0.109509751983811,0.0945340594048285,0.0149756925789827,0.123549463776608,0.00187196157237284,0.00374392314474568,0.0739424821087273,0.035567269875084,1.61831077931632,0.911645285745574,1.6476403436507,0.0929121316697637,0.372590635998909,0.365876128556763,0.318315377081293,1.29457455572555,0.0132731616671091,0.24617595592785,0.143455028822616,0.146914789422135,0.35306578792515,0.0796389700026546,0.126414680071058,0.222421099734148,0.171400587659158,2016
"39",39,181,566,111,47,541,9,165,31,70,8,11,171,28,110,495,111,104,18,117,7,2,106,29,1715,960,755,11,50,4,271,28,14,2,40,99,13,-3,2,10,172,15,1068398,8497,759820,150299,75340,81680,0.169412522299742,0.529765124981514,0.103893867266693,0.0439910969507618,0.506365605326854,0.00842382707567779,0.15443682972076,0.0290154043717791,0.0655186550330495,0.00748784628949137,0.0102957886480506,0.160052714437878,0.0262074620132198,0.102957886480506,0.463310489162278,0.103893867266693,0.0973420017633878,0.0168476541513556,0.109509751983811,0.00655186550330495,0.00187196157237284,0.0992139633357606,0.0271434427994062,1.60520704830971,0.898541554738964,1.29457455572555,0.0530926466684364,0.332670210713311,0.356663420283751,0.342801175318315,1.6476403436507,0.0265463233342182,0.266136168570649,0.130294017004027,0.159157688540646,-0.35306578792515,0.0265463233342182,0.0665340421426623,0.226369403279724,0.183643486777669,2016
"40",40,181,607,146,38,526,14,162,26,73,14,5,213,20,105,513,113,116,11,141,3,6,95,26,1755,998,757,13,51,9,300,26,12,2,26,107,17,1,7,25,193,9,1068398,8497,759820,150299,75340,81680,0.169412522299742,0.568140337215158,0.136653194783217,0.035567269875084,0.492325893534058,0.0131037310066099,0.1516288873622,0.024335500440847,0.0683265973916087,0.0131037310066099,0.00467990393093211,0.199363907457708,0.0187196157237284,0.0982779825495742,0.480158143313634,0.105765828839066,0.108573771197625,0.0102957886480506,0.131973290852285,0.00280794235855926,0.00561588471711853,0.08891817468771,0.024335500440847,1.64264627975717,0.934108824614048,1.52995174767565,0.119458455003982,0.339323614927578,0.394830354557658,0.318315377081293,1.4122631517006,0.0265463233342182,0.172988509570922,0.140822826458898,0.208129285014691,0.11768859597505,0.0929121316697637,0.166335105356656,0.25400752809876,0.110186092066601,2016
"41",41,186,617,137,39,587,10,170,33,88,5,9,159,24,112,486,116,104,11,118,4,1,100,39,1788,943,845,7,59,5,307,30,8,1,32,110,8,-1,4,27,197,22,1068398,8497,759820,150299,75340,81680,0.174092426230674,0.577500145077022,0.12822936770754,0.0365032506612704,0.549420721491429,0.00935980786186421,0.159116733651692,0.0308873659441519,0.0823663091844051,0.00467990393093211,0.00842382707567779,0.148820945003641,0.0224635388684741,0.104829848052879,0.454886662086601,0.108573771197625,0.0973420017633878,0.0102957886480506,0.110445732769998,0.00374392314474568,0.000935980786186421,0.0935980786186421,0.0365032506612704,1.67353364570132,0.882629881373795,0.82382017182535,0.0663658083355455,0.392550848641708,0.40404306283067,0.367286973555338,0.9415087678004,0.0132731616671091,0.212908934856519,0.144771130004475,0.0979431929480901,-0.11768859597505,0.0530926466684364,0.179641913785188,0.259271932826196,0.269343780607248,2016
"42",42,204,666,136,50,597,8,159,26,77,17,10,184,26,121,533,132,111,18,124,4,6,89,49,1872,1019,853,7,68,5,327,35,8,2,31,134,18,-1,3,37,193,17,1068398,8497,759820,150299,75340,81680,0.19094008038203,0.623363203600157,0.127293386921353,0.0467990393093211,0.558780529353293,0.00748784628949137,0.148820945003641,0.024335500440847,0.0720705205363544,0.0159116733651692,0.00935980786186421,0.172220464658302,0.024335500440847,0.113253675128557,0.498877759037362,0.123549463776608,0.103893867266693,0.0168476541513556,0.116061617487116,0.00374392314474568,0.00561588471711853,0.0833022899705915,0.0458630585231346,1.75215603174098,0.953764421123963,0.82382017182535,0.0663658083355455,0.452431486570104,0.430365086467848,0.428501469147894,0.9415087678004,0.0265463233342182,0.206255530642253,0.176357558369087,0.220372184133203,-0.11768859597505,0.0398194850013273,0.24617595592785,0.25400752809876,0.208129285014691,2016
"43",43,174,596,151,63,581,12,149,28,78,6,10,168,19,108,444,110,103,16,105,5,3,95,32,1723,884,839,12,56,6,297,37,7,0,32,91,20,5,6,24,206,17,1068398,8497,759820,150299,75340,81680,0.162860656796437,0.557844548567107,0.14133309871415,0.0589667895297445,0.543804836774311,0.0112317694342371,0.139461137141777,0.0262074620132198,0.0730065013225409,0.00561588471711853,0.00935980786186421,0.157244772079319,0.017783634937542,0.101085924908133,0.415575469066771,0.102957886480506,0.0964060209772014,0.0149756925789827,0.0982779825495742,0.00467990393093211,0.00280794235855926,0.08891817468771,0.0299513851579655,1.6126948945992,0.827407014988796,1.4122631517006,0.0796389700026546,0.372590635998909,0.390882051012082,0.452987267384917,0.82382017182535,0,0.212908934856519,0.119765207549156,0.244857982370225,0.58844297987525,0.0796389700026546,0.15968170114239,0.271116843462925,0.208129285014691,2016
"44",44,202,692,154,37,624,15,193,25,92,9,8,191,31,136,537,103,117,20,129,3,3,104,41,1972,1017,955,12,70,10,327,25,5,0,42,124,15,7,10,28,203,10,1068398,8497,759820,150299,75340,81680,0.189068118809657,0.647698704041003,0.144141041072709,0.0346312890888976,0.584052010580327,0.0140397117927963,0.180644291733979,0.0233995196546605,0.0861102323291508,0.00842382707567779,0.00748784628949137,0.178772330161606,0.0290154043717791,0.127293386921353,0.502621682182108,0.0964060209772014,0.109509751983811,0.0187196157237284,0.120741521418048,0.00280794235855926,0.00280794235855926,0.0973420017633878,0.0383752122336433,1.84575411035962,0.95189245955159,1.4122631517006,0.132731616671091,0.465738294998636,0.430365086467848,0.306072477962782,0.58844297987525,0,0.279442976999182,0.163196546550499,0.183643486777669,0.82382017182535,0.132731616671091,0.186295317999454,0.267168539917349,0.122428991185113,2016
"45",45,187,695,164,57,616,16,191,27,95,18,14,200,32,131,507,116,113,20,126,1,5,100,43,1948,988,960,5,60,8,323,30,6,3,25,118,17,-1,5,35,205,13,1068398,8497,759820,150299,75340,81680,0.175028407016861,0.650506646399563,0.153500848934573,0.053350904812626,0.576564164290835,0.0149756925789827,0.178772330161606,0.0252714812270334,0.08891817468771,0.0168476541513556,0.0131037310066099,0.187196157237284,0.0299513851579655,0.122613482990421,0.474542258596515,0.108573771197625,0.105765828839066,0.0187196157237284,0.117933579059489,0.000935980786186421,0.00467990393093211,0.0935980786186421,0.0402471738060161,1.82329057149115,0.924749016752184,0.58844297987525,0.106185293336873,0.399204252855974,0.425100681740412,0.367286973555338,0.7061315758503,0.0398194850013273,0.166335105356656,0.155299939459346,0.208129285014691,-0.11768859597505,0.0663658083355455,0.232869147499318,0.269800742281067,0.159157688540646,2016
"46",46,191,624,138,44,595,12,172,25,73,12,6,187,26,132,477,141,120,15,115,4,3,101,28,1820,976,844,9,61,7,285,31,9,0,41,125,9,0,7,20,160,22,1068398,8497,759820,150299,75340,81680,0.178772330161606,0.584052010580327,0.129165348493726,0.0411831545922025,0.556908567780921,0.0112317694342371,0.160988695224064,0.0233995196546605,0.0683265973916087,0.0112317694342371,0.00561588471711853,0.175028407016861,0.024335500440847,0.123549463776608,0.446462835010923,0.131973290852285,0.112317694342371,0.0140397117927963,0.107637790411438,0.00374392314474568,0.00280794235855926,0.0945340594048285,0.0262074620132198,1.70348503085929,0.913517247317947,1.05919736377545,0.0929121316697637,0.40585765707024,0.375088836829776,0.379529872673849,1.05919736377545,0,0.272789572784915,0.164512647732358,0.110186092066601,0,0.0929121316697637,0.133068084285325,0.210576189097418,0.269343780607248,2016
"47",47,164,602,122,50,526,10,152,19,64,8,9,168,27,111,436,105,102,20,106,1,0,75,25,1647,845,802,10,49,2,266,26,6,1,22,108,8,4,1,27,158,18,1068398,8497,759820,150299,75340,81680,0.153500848934573,0.563460433284226,0.114189655914743,0.0467990393093211,0.492325893534058,0.00935980786186421,0.142269079500336,0.017783634937542,0.059902770315931,0.00748784628949137,0.00842382707567779,0.157244772079319,0.0252714812270334,0.103893867266693,0.40808762277728,0.0982779825495742,0.095470040191015,0.0187196157237284,0.0992139633357606,0.000935980786186421,0,0.0701985589639816,0.0233995196546605,1.54156035484904,0.790903764327526,1.1768859597505,0.0265463233342182,0.326016806499045,0.350082914374457,0.318315377081293,0.7061315758503,0.0132731616671091,0.146374892713857,0.142138927640757,0.0979431929480901,0.4707543839002,0.0132731616671091,0.179641913785188,0.2079439867337,0.220372184133203,2016
"48",48,200,708,154,59,661,19,200,22,90,12,7,225,29,151,475,106,130,18,129,4,4,104,51,1952,971,981,5,59,9,318,23,8,5,31,119,11,-3,4,28,199,12,1068398,8497,759820,150299,75340,81680,0.187196157237284,0.662674396619986,0.144141041072709,0.0552228663849988,0.618683299669224,0.017783634937542,0.187196157237284,0.0205915772961013,0.0842382707567779,0.0112317694342371,0.00655186550330495,0.210595676891945,0.0271434427994062,0.14133309871415,0.44459087343855,0.0992139633357606,0.121677502204235,0.0168476541513556,0.120741521418048,0.00374392314474568,0.00374392314474568,0.0973420017633878,0.0477350200955075,1.82703449463589,0.908837343387015,0.58844297987525,0.119458455003982,0.392550848641708,0.418520175831118,0.281586679725759,0.9415087678004,0.0663658083355455,0.206255530642253,0.156616040641205,0.134671890303624,-0.35306578792515,0.0530926466684364,0.186295317999454,0.261904135189913,0.146914789422135,2016
